skin_Y,skin_Cr,skin_Cb,hair_R,hair_G,hair_B,eye_R,eye_G,eye_B,contrast,label
115.58390625,121.3665625,132.6515625,136.33625,130.215625,117.4340625,122.26583333333333,117.77833333333334,105.29,11.704099194726606,TONE 1
202.9390625,131.1375,126.38015625,200.089375,200.9128125,207.7896875,200.2925,201.42666666666668,207.44416666666666,13.919206891827566,TONE 1
207.606875,133.04953125,123.80078125,210.4425,216.141875,223.72125,202.38833333333332,207.36083333333335,216.39666666666668,13.456213324868738,TONE 1
130.49,132.0078125,122.99203125,106.5228125,117.3459375,128.013125,112.16666666666667,122.07,131.57083333333333,23.29377421371159,TONE 1
134.67078125,127.719375,126.64125,103.765,103.4084375,99.4828125,131.39666666666668,134.58333333333334,133.05583333333334,17.324821335857262,TONE 1
151.4865625,114.82171875,143.64421875,183.0021875,158.134375,135.9965625,172.6175,149.72416666666666,127.6875,17.89392753755796,TONE 1
105.02375,129.6003125,126.941875,108.0140625,109.5784375,113.3628125,105.70083333333334,108.38833333333334,113.14166666666667,16.86717960982215,TONE 1
112.39859375,142.4746875,116.964375,121.3375,132.96,159.3221875,105.1,117.38333333333334,144.50583333333333,45.47362172488024,TONE 1
170.22375,134.19296875,123.43015625,155.9259375,163.5078125,180.7621875,161.87166666666667,166.91166666666666,181.12916666666666,20.035474177006645,TONE 1
150.18984375,152.0840625,116.9446875,204.873125,212.9784375,237.3796875,122.2075,136.00416666666666,179.71416666666667,47.197060950438164,TONE 1
166.465625,150.58109375,118.0571875,209.921875,217.4109375,239.415625,125.9675,137.45916666666668,179.85833333333332,43.10447218210078,TONE 1
204.6825,139.04359375,121.3525,198.800625,203.819375,222.9696875,183.705,191.03416666666666,213.2825,27.946844367074792,TONE 1
212.3996875,130.9753125,127.618125,225.5403125,222.6284375,228.0809375,217.5725,214.5975,220.37166666666667,39.56182848813203,TONE 1
142.61234375,152.89921875,116.1959375,153.4434375,167.040625,210.8140625,76.315,90.01416666666667,138.655,49.139460568238846,TONE 1
158.423125,151.58,117.52453125,190.42875,199.77625,230.2953125,97.66083333333333,110.37416666666667,160.06833333333333,46.99830195911338,TONE 1
148.4434375,153.3903125,117.02234375,184.4009375,195.9121875,229.3875,95.145,110.31583333333333,159.78583333333333,47.03576828797421,TONE 1
162.5453125,149.49625,119.4278125,208.5621875,214.56625,237.7728125,103.555,111.48333333333333,153.13333333333333,42.59920019665128,TONE 1
149.54703125,156.66515625,113.88046875,172.0021875,186.3790625,227.246875,86.35,101.655,154.88666666666666,46.2368229159333,TONE 1
162.57015625,153.31125,117.48921875,174.860625,192.9596875,228.215625,146.6725,161.685,207.40583333333333,45.162825987641654,TONE 1
140.09390625,154.34421875,115.52546875,144.7128125,159.0578125,203.2946875,74.595,87.935,133.01083333333332,49.156515087803974,TONE 1
162.296875,152.66640625,115.8121875,198.755,208.6125,233.5375,121.58333333333333,138.38416666666666,183.9325,48.99182831768988,TONE 1
162.43125,149.7634375,118.10875,186.7165625,199.3396875,225.0253125,111.72083333333333,123.6725,167.02916666666667,42.33865625464954,TONE 1
163.6478125,151.0540625,116.91546875,189.3896875,202.0996875,229.689375,117.84,131.94416666666666,177.865,46.18504979901505,TONE 1
207.70234375,129.028125,132.37078125,230.4725,224.2678125,230.98125,211.6525,203.6725,211.54166666666666,25.85373426876667,TONE 1
186.0415625,148.91046875,111.898125,160.4590625,181.428125,221.768125,161.8525,181.12333333333333,221.92916666666667,20.443906475769253,TONE 1
157.623125,151.3734375,117.0053125,193.04875,203.96875,231.8459375,109.99833333333333,124.93083333333334,172.91916666666665,44.930467985293674,TONE 1
163.95828125,148.75421875,118.35421875,205.5265625,213.284375,234.6471875,121.37,133.745,176.23083333333332,43.113299322475605,TONE 1
164.81796875,151.195625,116.24703125,175.55,190.1690625,226.7628125,92.61083333333333,111.23083333333334,164.02833333333334,47.77296396780689,TONE 1
190.0921875,133.63,127.9225,195.2103125,191.516875,200.298125,188.26416666666665,183.08916666666667,194.63083333333333,31.209037026116327,TONE 1
140.7325,150.93828125,116.394375,170.68875,182.3978125,215.9353125,75.93333333333334,90.89166666666667,138.27,48.68983577205822,TONE 1
169.915625,143.9696875,118.56375,141.386875,163.5365625,211.8903125,72.9425,94.055,146.21,34.156920938286795,TONE 1
189.3375,139.450625,121.93890625,194.901875,199.264375,219.7815625,181.93,187.30833333333334,211.88833333333332,36.6213218958488,TONE 1
205.55546875,135.08640625,123.4425,205.38125,208.861875,223.0915625,198.22,201.7075,215.61,14.815502667054533,TONE 1
184.92890625,139.9375,119.848125,175.6225,183.88125,204.5225,167.51666666666668,175.0775,195.67333333333335,29.52836250402949,TONE 1
128.630625,153.47734375,106.03875,98.369375,123.7934375,168.9703125,100.0075,126.13583333333334,170.85416666666666,29.24966171341773,TONE 1
192.80703125,138.7265625,121.63765625,185.5834375,192.3259375,211.14125,179.44416666666666,187.2025,207.88416666666666,13.23831960991934,TONE 1
154.8940625,144.58453125,118.01234375,129.6759375,149.975,199.7003125,62.9325,82.75,133.3475,33.90154846478255,TONE 1
171.484375,143.55484375,119.43734375,142.8471875,163.33625,210.90375,76.565,96.3325,148.75666666666666,33.7794234473814,TONE 1
168.3403125,151.0928125,110.29859375,134.143125,157.4765625,201.83125,136.7575,157.6475,200.18166666666667,13.376142268139198,TONE 1
168.3215625,140.26625,121.26421875,152.111875,158.33,182.851875,156.1975,161.6475,184.93583333333333,15.788599864281032,TONE 1
149.98921875,147.3865625,119.69,195.264375,200.4753125,223.1859375,98.50833333333334,108.84666666666666,151.19583333333333,49.76415852543249,TONE 1
190.59421875,141.21125,122.0709375,217.2728125,222.4775,235.5803125,148.77583333333334,155.87916666666666,186.39166666666668,43.46040628404634,TONE 1
231.035625,132.62125,125.6046875,227.9209375,230.15625,239.1728125,219.285,220.79416666666665,232.20333333333335,20.759285385686447,TONE 1
226.90203125,132.27828125,125.96953125,226.5740625,228.2346875,236.811875,224.32416666666666,225.50083333333333,235.14833333333334,11.733105676860454,TONE 1
99.34015625,146.08359375,119.7271875,129.923125,136.7134375,166.1959375,44.4725,52.32666666666667,86.99583333333334,54.23837767188009,TONE 1
111.39828125,147.02234375,120.16953125,155.6340625,160.5921875,185.9325,59.725,68.24333333333334,103.41166666666666,51.010223398746255,TONE 1
199.16984375,133.4465625,125.40546875,203.08125,204.5315625,214.5321875,195.59916666666666,196.94333333333333,206.92666666666668,12.039816741519573,TONE 1
205.71515625,133.8665625,125.0909375,202.4603125,204.4675,215.4490625,195.05333333333334,197.05,208.04333333333332,11.949676085986598,TONE 1
197.7134375,133.129375,125.07171875,200.8546875,202.95875,212.614375,196.28333333333333,198.64,208.1425,11.52264418861834,TONE 1
101.6640625,148.875625,119.24234375,118.415625,126.234375,156.905625,56.89833333333333,65.87833333333333,104.64083333333333,48.70792804097065,TONE 1
111.52265625,146.085,119.9303125,145.928125,153.1303125,180.115625,56.4,65.475,103.99,47.572314008983994,TONE 1
122.41875,144.62625,120.78125,159.4125,163.8625,186.5125,64.36166666666666,71.3375,107.13666666666667,45.687146899969306,TONE 1
209.485625,132.86140625,125.7771875,206.0634375,207.536875,217.073125,206.6225,207.6475,217.6225,13.625263215714403,TONE 1
201.82578125,132.31234375,125.35875,203.613125,206.14375,214.108125,201.32166666666666,203.4725,212.45333333333335,18.19922503417041,TONE 1
172.694375,135.9728125,123.42671875,167.695,173.0959375,187.423125,164.2175,169.63083333333333,183.80916666666667,12.355655481170354,TONE 1
109.9240625,146.1421875,120.16015625,152.2121875,158.35625,183.0278125,61.69583333333333,70.14333333333333,106.11583333333333,47.91349191495413,TONE 1
135.15546875,142.7415625,121.98703125,174.0865625,178.93,198.360625,73.03083333333333,78.015,108.91833333333334,42.92423523750161,TONE 1
199.36328125,133.860625,124.928125,197.736875,199.2734375,207.8275,196.89333333333335,198.56333333333333,207.745,33.198592195217785,TONE 1
201.48328125,133.46265625,125.21578125,198.244375,200.2709375,210.7659375,200.51916666666668,202.50666666666666,212.99083333333334,23.040437738775168,TONE 1
201.55234375,132.8971875,125.40390625,207.6053125,209.0040625,218.883125,195.41333333333333,196.57666666666665,206.57333333333332,11.768915858496696,TONE 1
114.931875,147.74140625,103.278125,74.920625,127.4984375,170.2184375,72.95416666666667,96.245,110.05083333333333,48.17962508529928,TONE 1
169.40796875,142.78953125,117.3840625,145.4125,155.604375,176.0596875,145.56,156.46916666666667,176.4775,19.9464786363408,TONE 1
170.30625,142.7571875,117.424375,146.531875,155.9609375,177.6403125,146.63416666666666,157.86166666666668,178.13166666666666,21.30921035608781,TONE 1
168.911875,142.87609375,117.45109375,145.654375,155.4178125,175.4340625,140.65833333333333,151.43166666666667,171.825,22.623584450247932,TONE 1
172.36109375,142.8115625,117.27671875,148.8675,158.9771875,180.3234375,144.39583333333334,154.225,175.18916666666667,22.84613636783034,TONE 1
147.908125,149.14171875,121.63375,194.3290625,207.9325,228.8740625,148.09166666666667,152.57166666666666,183.39666666666668,45.82934952012193,TONE 1
175.84984375,142.973125,119.94515625,156.7965625,158.986875,199.0471875,173.9475,183.23666666666668,216.51416666666665,37.92344156837562,TONE 1
192.4209375,134.04578125,124.9509375,198.999375,199.0821875,208.62875,188.705,190.07166666666666,200.51666666666668,19.191586891070262,TONE 1
187.45890625,134.014375,123.8915625,186.7959375,192.0915625,202.330625,182.67333333333335,187.62583333333333,201.2625,14.395299080233622,TONE 1
122.849375,133.42875,97.87890625,100.1884375,150.9328125,145.0475,60.44583333333333,129.76666666666668,127.00833333333334,34.63772582725914,TONE 1
112.0840625,132.05609375,100.203125,81.7934375,132.6575,126.10375,66.94166666666666,129.39583333333334,123.7,35.50692905772055,TONE 1
57.6825,146.45125,122.611875,64.561875,64.4371875,101.9340625,45.33,43.38166666666667,78.57166666666667,53.06134624743326,TONE 1
136.24890625,144.43265625,120.8853125,117.0384375,122.6559375,155.633125,126.81916666666666,131.36,162.5425,11.486287061073085,TONE 1
135.7784375,147.163125,115.37453125,118.32625,131.435,168.9409375,114.86,128.96583333333334,165.7025,14.270906457194652,TONE 1
132.164375,146.946875,118.8315625,62.16625,66.3590625,127.2340625,111.19583333333334,114.8725,159.79583333333332,32.033036321897434,TONE 1
162.7271875,146.5971875,117.99,154.5459375,162.1221875,195.445625,156.66083333333333,165.28416666666666,199.00583333333333,14.590882391047327,TONE 1
63.3603125,148.17078125,121.98671875,80.635625,82.9359375,122.695625,42.755,39.96333333333333,74.00666666666666,54.03282102458074,TONE 1
73.77484375,148.2490625,121.746875,69.1740625,67.7865625,110.5859375,62.445,61.80166666666667,101.4225,50.517647242516894,TONE 1
144.475,142.01140625,121.15921875,138.941875,143.5875,171.2971875,130.18583333333333,134.83416666666668,162.93916666666667,28.217918156188897,TONE 1
202.97484375,133.89265625,124.966875,186.906875,188.4703125,199.8784375,198.19916666666666,201.14833333333334,212.115,11.663056455213617,TONE 1
149.68328125,142.8325,119.9903125,145.1,150.6253125,179.1003125,136.69416666666666,141.905,171.09,26.920188372112108,TONE 1
59.50875,146.74015625,123.12078125,58.3028125,55.9021875,92.5609375,42.2575,37.763333333333335,72.61083333333333,51.14795342894352,TONE 1
68.5034375,143.10015625,123.41015625,110.755625,119.1196875,164.8678125,35.193333333333335,40.1375,69.38916666666667,44.497260021685605,TONE 1
118.96265625,146.67453125,117.498125,106.26875,117.2434375,154.8659375,106.755,114.79333333333334,151.3525,14.095412083170006,TONE 1
198.1621875,134.03390625,125.155625,175.69875,177.875,190.7690625,195.82,197.23916666666668,209.33583333333334,12.36218394618746,TONE 1
138.77859375,147.00890625,115.5753125,118.6059375,130.1203125,168.64375,122.57,134.99916666666667,171.7175,12.724777745701495,TONE 1
58.105,146.41046875,123.16875,64.42125,62.8934375,100.01,44.248333333333335,41.611666666666665,75.92666666666666,50.71284699954613,TONE 1
57.30609375,146.22484375,123.31359375,55.901875,54.14875,90.071875,42.98166666666667,39.8725,72.85583333333334,50.890323410834945,TONE 1
117.1021875,150.01765625,120.23359375,106.175625,109.3296875,152.78,89.21833333333333,87.485,133.53916666666666,21.179165306439725,TONE 1
139.0971875,142.60875,120.3571875,127.215,132.5521875,161.3553125,126.57083333333334,131.395,159.49166666666667,13.872721264319413,TONE 1
86.18671875,140.45421875,122.95296875,75.516875,77.8625,102.895,61.3275,64.00916666666667,90.58916666666667,21.977448760035823,TONE 1
64.86921875,142.783125,123.5896875,79.9703125,79.8671875,110.69625,51.89333333333333,51.8475,84.35,16.33891634839961,TONE 1
113.91875,141.0175,123.28140625,116.2003125,115.43375,142.1825,106.6525,109.57,136.66333333333333,12.192835129595577,TONE 1
108.20390625,151.18765625,115.87328125,131.3715625,146.2171875,180.9571875,82.88333333333334,96.35333333333334,138.13333333333333,47.03043537220738,TONE 1
88.3703125,150.32125,116.18484375,83.4425,95.6434375,135.1953125,72.02416666666667,82.28,126.0525,32.904644882447826,TONE 1
142.93328125,137.5290625,118.55140625,111.0240625,124.86375,143.8334375,102.755,117.06,138.04333333333332,30.199710922447174,TONE 1
63.08375,159.19890625,117.2234375,94.205,106.7490625,154.24125,41.06166666666667,46.6175,95.31416666666667,38.78020663676252,TONE 1
83.94671875,151.9940625,115.36265625,89.28,103.7640625,144.6390625,46.115833333333335,56.37916666666667,97.32166666666667,47.16061067479274,TONE 1
148.4434375,138.37265625,117.798125,140.7665625,154.5915625,173.9675,133.47083333333333,147.68083333333334,166.36833333333334,13.472951114524799,TONE 1
72.60859375,153.50234375,117.94046875,50.17125,56.074375,97.1484375,33.355,34.214166666666664,83.6425,55.314299688230484,TONE 1
97.59703125,134.0925,120.380625,92.9403125,103.216875,113.075625,73.5425,84.95166666666667,97.66916666666667,32.70245287707789,TONE 1
45.03640625,143.07734375,120.07796875,48.8715625,60.6559375,92.5509375,25.150833333333335,31.336666666666666,56.134166666666665,24.671454046681156,TONE 1
51.60546875,145.11,118.7203125,56.2378125,67.315625,94.84875,42.46333333333333,51.156666666666666,79.16833333333334,36.698413293961025,TONE 1
62.55375,138.25875,119.140625,49.163125,62.1253125,83.248125,42.373333333333335,53.891666666666666,73.70666666666666,15.875820588063315,TONE 1
44.29609375,144.76,118.9109375,39.5746875,50.2953125,81.460625,22.340833333333332,29.524166666666666,57.93083333333333,30.63625377896872,TONE 1
169.65546875,133.40265625,120.7171875,64.5928125,75.445,88.9328125,95.19083333333333,118.51416666666667,142.17083333333332,61.84638010283525,TONE 10
89.97359375,141.69921875,119.9509375,124.1865625,127.1171875,146.3790625,66.52416666666667,70.66333333333333,95.74083333333333,58.823865040682044,TONE 10
186.83609375,133.43546875,120.316875,168.3084375,185.70625,202.6509375,134.95583333333335,170.5175,191.67833333333334,52.21766303558117,TONE 10
192.22421875,129.3359375,123.59578125,135.9865625,154.2109375,172.0328125,135.16083333333333,158.11916666666667,177.54666666666665,60.026038882950616,TONE 10
70.335,131.8278125,128.4253125,82.101875,76.6703125,84.1365625,80.9575,76.09833333333333,83.5475,16.83724253179169,TONE 10
75.4178125,129.64625,130.15546875,83.5140625,77.19875,81.3940625,86.32,79.36583333333333,83.19833333333334,14.593295787364143,TONE 10
106.24734375,142.74578125,119.34828125,131.0784375,134.0959375,154.5378125,64.345,70.5675,98.1725,59.05951242432818,TONE 10
174.12328125,134.7865625,118.1840625,146.463125,162.016875,180.1040625,117.0425,151.78416666666666,171.43583333333333,55.009220328135676,TONE 10
182.7696875,132.2615625,121.74703125,113.93,121.9875,132.8475,143.5425,160.39666666666668,176.89916666666667,67.28391571835259,TONE 10
166.55546875,138.71625,115.9875,120.7759375,141.11125,165.0440625,114.98666666666666,149.005,183.01916666666668,57.086375905201756,TONE 10
97.80703125,140.7615625,121.386875,111.515,119.2109375,147.0,60.06666666666667,63.96083333333333,85.395,67.6653232696778,TONE 10
178.469375,133.39046875,119.1475,110.5871875,123.249375,136.1753125,118.525,143.5825,163.47,56.230151809277324,TONE 10
160.8609375,136.79875,117.09921875,114.9421875,133.22625,150.761875,114.295,147.38833333333332,170.93166666666667,57.03811436635485,TONE 10
139.4478125,127.98515625,132.59375,147.72625,138.925625,140.1178125,147.155,136.4825,138.31333333333333,32.70087031501417,TONE 10
33.43875,130.70734375,127.958125,41.56625,38.9609375,44.3609375,40.695,38.869166666666665,44.450833333333335,16.423477901144295,TONE 10
185.08265625,133.25515625,120.7984375,139.1590625,155.646875,173.20875,136.295,166.6325,190.99166666666667,54.267799917118204,TONE 10
108.68515625,138.7746875,122.945,147.443125,149.189375,166.565625,51.34166666666667,57.305,79.0425,57.85108029444545,TONE 10
63.556875,131.5728125,127.5534375,58.706875,57.6496875,66.281875,69.55083333333333,68.35,75.92916666666666,23.127506187168127,TONE 10
85.89796875,141.35984375,119.94828125,124.17625,119.2059375,129.831875,78.91666666666667,90.75666666666666,125.80833333333334,50.83658099709672,TONE 10
90.65875,140.06234375,119.06390625,60.5578125,72.26625,96.234375,60.505833333333335,71.6825,95.76666666666667,10.721060447053501,TONE 10
176.91953125,134.2459375,118.3075,120.5853125,139.536875,159.3584375,145.5475,180.395,204.37916666666666,58.527407891255315,TONE 10
181.7146875,137.8384375,113.71921875,147.6515625,169.9365625,195.4934375,143.95166666666665,182.255,208.13583333333332,51.818746024942556,TONE 10
77.36515625,141.19203125,119.019375,90.5071875,102.901875,133.73625,29.721666666666668,40.36416666666667,66.82833333333333,68.48077033353505,TONE 10
76.6778125,141.75484375,118.140625,120.4428125,120.3903125,130.111875,48.560833333333335,55.99583333333333,76.18666666666667,62.21623500236394,TONE 10
40.3265625,132.67203125,125.97171875,47.671875,47.773125,56.3259375,34.87083333333333,35.174166666666665,44.4625,18.304394768726308,TONE 10
